chr17	30396765	389	MboI
chr4	119590431	214	soni
chr2	85658758	259	HpaII,soni
chr6	32260883	9774	soni
chr3	107399661	848	CviQI,MboI
chr3	167988622	12	MboI
chr6	20642902	209	HpaII,soni
chr18	28183812	16	CviQI,MboI
chr17	76345234	1362	CviQI,MboI
chr7	101248140	237	CviQI,MboI
chr1	148306482	351	CviQI
chr8	62147649	993	MboI
chr4	30132907	375	CviQI
chr11	66179841	116	HpaII
chr14	60866706	438	CviQI,MboI
chr7	105218617	17490	soni
chr4	15291908	2543	CviQI,MboI
chr2	188094169	183	soni
chr11	32563397	383	CviQI,MboI
chr4	130233502	970	CviQI,MboI,soni
chr13	93243642	1	MboI
chr1	204635766	1092	CviQI,MboI
chr6	112305131	214	MboI
chr3	132103907	60	CviQI
chr2	61550776	27	HpaII
chr17	54540073	1	MboI
chr5	108008570	787	MboI
chr4	144499723	797	MboI
chr19	4252804	180	HpaII,MboI
chr7	107378192	259	CviQI,MboI
chr12	98797673	8	CviQI
chr3	110024754	37	CviQI
chr21	35294363	16	MboI
chr12	123440685	249	MboI
chr7	110523509	529	MboI
chr7	127284375	775	CviQI,MboI
chr1	27925957	311	CviQI,MboI
chr3	184754563	639	CviQI,MboI
chr1	167744589	32377	soni
chr2	106036344	5	CviQI
chr17	59657801	698	CviQI,MboI
chr10	90915736	1667	soni
chr3	71307840	376	CviQI
chr1	159550709	128	HpaII
chr7	69420235	98	MboI
chr12	21662653	377	CviQI,HpaII,MboI
chr6	119067771	292	MboI
chr1	244727444	1026	soni
chr12	74191291	61	HpaII
chr15	70635359	187	MboI
chr9	5295188	21	HpaII,MboI
chr22	43503543	164	soni
chr2	65209908	7	MboI
chr2	82137488	311	CviQI,MboI
chr2	197867811	18	MboI
chr12	5674802	1	soni
chr6	30372751	38428	soni
chr20	51693188	378	CviQI,MboI
chr5	137116228	246	CviQI
chr22	37740212	1159	HpaII,MboI,soni
chr2	68331384	1907	MboI
chr12	1983490	7202	soni
chr11	35103931	12177	soni
chr9	72162207	1481	HpaII,MboI
chr19	39316957	700	CviQI,MboI
chr9	91277866	1512	CviQI,MboI
chr8	110392776	339	MboI
chr7	45743167	934	MboI
chr3	11735292	401	CviQI,MboI
chr9	82094073	25	CviQI
chr4	173358087	1	CviQI
chr13	47706402	3	HpaII
chr7	7976217	168	HpaII,soni
chr6	112302382	844	MboI,soni
chr10	80752872	418	CviQI,HpaII,soni
chr8	68137655	83	MboI
chr3	47672826	163	CviQI,MboI
chr7	135316883	335	HpaII,MboI
chrX	138808052	2283	CviQI,HpaII,MboI,soni
chr2	12755505	206	CviQI,MboI
chr3	89673845	368	CviQI,MboI
chr10	980872	37454	soni
chr4	16224966	1048	MboI
chr1	157256671	578	CviQI,MboI
chr6	2923475	713	CviQI,MboI
chr3	49441871	1606	CviQI,MboI
chr7	139722308	899	MboI
chr3	153473094	64138	CviQI,HpaII,MboI,soni
chr6	149596924	355	CviQI,MboI
chr6	37124745	17	CviQI,MboI
chr14	22105633	1	soni
chr6	42965804	10	HpaII
chr10	57778049	192	HpaII
chr2	32244143	3	MboI
chr13	67017656	1	MboI
chr10	124882214	1682	CviQI,HpaII,MboI,soni
chr3	191331161	183	MboI
chr15	40575503	3135	CviQI,HpaII,MboI
chr1	200999949	167	CviQI,MboI
chr5	105718180	49	MboI
chr12	14300451	417	HpaII
chr6	38096834	265	soni
chr11	14053161	397	MboI
chr5	138755522	205	MboI
chr16	21559742	6	HpaII
chr10	91051367	1283	CviQI,MboI
chr6	25041063	135	MboI
chr8	26233956	155	MboI
chr7	130702470	819	CviQI,MboI
chr6	157440715	230	MboI
chr17	11160928	274	MboI
chrX	9395092	476	HpaII,MboI
chr20	12022186	1	soni
chr5	71636588	239	CviQI,MboI
chr14	35913122	789	MboI
chr1	31774374	27322	soni
chr18	2760311	557	MboI
chr13	113918941	1069	MboI
chr1	163348260	699	CviQI,MboI
chr3	106570813	100	soni
chr4	21362227	28011	soni
chr11	128025502	362	HpaII,MboI
chr1	81380782	1	HpaII
chr5	140231489	195	MboI
chr12	45958417	10	MboI
chr5	35896232	1	MboI
chr17	52874746	449	CviQI,MboI
chr1	12470693	1041	CviQI,MboI
chr11	73188936	1	CviQI
chr17	74298388	221	HpaII
chr2	30539761	528	CviQI
chr11	74293517	356	soni
chr3	46975612	328	MboI
chrX	128721002	103	HpaII
chr8	6486731	110	HpaII
chr7	156982822	7621	soni
chr12	45355878	140	MboI
chr12	27568023	611	CviQI,MboI
chr12	650020	60	HpaII
chr7	96585230	139	CviQI
chr3	130091370	1	MboI
chr15	50757316	12	HpaII
chr2	145996960	18	soni
chr17	40926713	1	MboI
chr2	170780215	1	MboI
chr9	26849705	1	MboI
chr14	49681553	25	MboI
chr11	122446431	600	CviQI,MboI
chr17	43973625	268	MboI
chr1	196758992	132	HpaII
chr9	11211549	768	CviQI,MboI
chrX	2271256	13	soni
chr2	136064668	19948	soni
chr17	25729402	2	CviQI,MboI
chr11	126416008	1	CviQI
chr2	96804132	74	CviQI,HpaII,MboI
chr3	102763893	363	CviQI,HpaII,MboI
chr22	37257330	1692	CviQI,MboI
chr8	129636252	639	MboI
chrX	153012876	155	HpaII
chr6	71413938	474	MboI
chr2	239872778	610	MboI
chr2	10506766	1483	HpaII,MboI
chr7	106607539	1	CviQI
chr6	120668946	236	CviQI,MboI
chr8	67105185	934	CviQI,MboI
chr12	52121976	1080	CviQI,MboI
chr10	124756965	798	CviQI,MboI
chr17	74283972	524	MboI
chr12	9707432	423	soni
chr10	42956064	821	MboI
chr10	109286025	394	MboI
chr11	62107346	445	MboI
chrX	53714380	596	CviQI,MboI
chr1	93179410	516	CviQI,MboI
chr15	97285950	516	CviQI,MboI
chr6	153346769	32	MboI
chrX	24354809	5	soni
chr8	141810231	1	MboI
chr18	28852216	2	HpaII
chr9	24184389	353	MboI
chr11	14635180	243	CviQI
chr4	109172763	65	HpaII
chr8	3848026	1169	MboI
chr1	90195280	1480	CviQI,MboI
chr6	137113233	113	CviQI
chr6	83774608	4	MboI
chr11	116686820	317	CviQI,MboI
chr12	91070838	395	soni
chr20	52006335	420	CviQI,MboI
chr4	154590660	130	MboI
chr2	143729735	296	MboI,soni
chr1	44056955	336	MboI
chr4	178077919	22	MboI
chr9	287298	823	MboI
chr4	181821757	762	CviQI,MboI
chr9	37070839	20	HpaII
chr4	100993595	2080	CviQI,HpaII,MboI
chr2	160932959	3	MboI
chr20	45335081	2	MboI
chr16	3089914	28	HpaII
chr17	63360764	31	HpaII,soni
chr11	69757062	635	CviQI,MboI
chr17	72792300	1	MboI
chr14	92286822	8745	soni
chr5	62475213	124	HpaII
chr4	123290585	712	CviQI,MboI
chr7	102435380	1	MboI
chr20	30566137	431	HpaII,soni
chr9	34420888	194	HpaII
chr14	60896149	437	MboI
chr17	65559105	340	CviQI,MboI
chr2	161056007	653	CviQI,MboI
chr11	82139522	66	MboI
chr6	106778006	130	MboI
chr6	45070626	1	MboI
chr11	7871027	1513	CviQI,MboI
chr16	23559406	542	CviQI,MboI
chr15	42901881	2213	CviQI,MboI
chr16	49218502	8214	soni
chr1	98248284	16979	CviQI,HpaII,MboI,soni
chr9	37854910	5	MboI
chr6	122942817	201	MboI
chr3	172658702	17	CviQI
chr17	59822898	369	CviQI,MboI
chr19	40337016	7	HpaII
chr17	41624784	113	MboI
chr13	39149744	230	CviQI,MboI
chr5	68663474	11	MboI
chr16	31831654	199	MboI
chr13	110010820	56	MboI
chr11	113548890	3	CviQI,HpaII
chr1	158875958	526	CviQI,MboI
chr11	104445305	2	CviQI
chr5	39292518	7320	soni
chr20	51743367	434	CviQI,MboI
chr6	55604809	1	CviQI
chr14	67797620	305	soni
chr6	25149607	2	MboI
chr12	9713451	4	MboI
chr6	147568110	68	soni
chr10	22882771	1	CviQI
chr7	36645565	5	CviQI
